      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
  35.20421  0.745E-07 -0.403E-11  0.337      0.663      0.348E-06  0.383E-01  0.681E-11  0.489E-06  0.179E-04
  35.22643  0.745E-07 -0.400E-11  0.384      0.616      0.640E-07  0.395E-01 -0.207E-10  0.518E-06  0.800E-05
  35.24866  0.744E-07 -0.404E-11  0.433      0.567      0.304E-07  0.407E-01 -0.462E-10  0.544E-06  0.459E-05
  35.27089  0.743E-07 -0.410E-11  0.484      0.516      0.262E-06  0.418E-01 -0.644E-10  0.566E-06  0.146E-04
  35.29313  0.742E-07 -0.424E-11  0.537      0.463      0.617E-06  0.429E-01 -0.707E-10  0.584E-06  0.228E-04
  35.31537  0.742E-07 -0.442E-11  0.591      0.409      0.865E-06  0.439E-01 -0.623E-10  0.601E-06  0.272E-04
  35.33763  0.741E-07 -0.451E-11  0.645      0.355      0.834E-06  0.449E-01 -0.392E-10  0.616E-06  0.270E-04
  35.35990  0.741E-07 -0.447E-11  0.698      0.302      0.534E-06  0.458E-01 -0.496E-11  0.630E-06  0.219E-04
  35.38218  0.740E-07 -0.433E-11  0.750      0.250      0.172E-06  0.466E-01  0.337E-10  0.642E-06  0.127E-04
  35.40449  0.740E-07 -0.424E-11  0.799      0.201      0.873E-08  0.473E-01  0.680E-10  0.649E-06  0.277E-05
  35.42681  0.740E-07 -0.438E-11  0.844      0.156      0.164E-06  0.480E-01  0.887E-10  0.651E-06  0.114E-04
  35.44915  0.740E-07 -0.471E-11  0.885      0.115      0.512E-06  0.485E-01  0.892E-10  0.649E-06  0.207E-04
  35.47152  0.739E-07 -0.502E-11  0.921      0.789E-01  0.769E-06  0.490E-01  0.671E-10  0.644E-06  0.257E-04
  35.49391  0.739E-07 -0.506E-11  0.951      0.491E-01  0.721E-06  0.494E-01  0.258E-10  0.637E-06  0.252E-04
  35.51633  0.739E-07 -0.480E-11  0.974      0.260E-01  0.404E-06  0.497E-01 -0.260E-10  0.629E-06  0.192E-04
  35.53877  0.739E-07 -0.447E-11  0.990      0.100E-01  0.828E-07  0.499E-01 -0.756E-10  0.619E-06  0.903E-05
  35.56125  0.739E-07 -0.440E-11  0.998      0.150E-02  0.294E-07  0.500E-01 -0.110E-09  0.604E-06  0.454E-05
  35.58375  0.739E-07 -0.466E-11  0.999      0.619E-03  0.286E-06  0.500E-01 -0.119E-09  0.586E-06  0.153E-04
  35.60628  0.739E-07 -0.502E-11  0.993      0.737E-02  0.630E-06  0.499E-01 -0.983E-10  0.564E-06  0.232E-04
  35.62884  0.739E-07 -0.514E-11  0.978      0.216E-01  0.764E-06  0.497E-01 -0.515E-10  0.542E-06  0.259E-04
  35.65142  0.739E-07 -0.489E-11  0.957      0.429E-01  0.575E-06  0.495E-01  0.113E-10  0.520E-06  0.228E-04
  35.67404  0.739E-07 -0.449E-11  0.929      0.709E-01  0.228E-06  0.491E-01  0.753E-10  0.498E-06  0.147E-04
  35.69667  0.739E-07 -0.423E-11  0.895      0.105      0.153E-07  0.486E-01  0.125E-09  0.474E-06  0.411E-05
  35.71934  0.739E-07 -0.427E-11  0.856      0.144      0.115E-06  0.481E-01  0.149E-09  0.449E-06  0.949E-05
  35.74202  0.739E-07 -0.445E-11  0.812      0.188      0.445E-06  0.475E-01  0.140E-09  0.422E-06  0.194E-04
  35.76473  0.738E-07 -0.457E-11  0.765      0.235      0.744E-06  0.467E-01  0.996E-10  0.395E-06  0.254E-04
  35.78745  0.738E-07 -0.450E-11  0.715      0.285      0.784E-06  0.459E-01  0.367E-10  0.370E-06  0.264E-04
  35.81019  0.737E-07 -0.428E-11  0.664      0.336      0.544E-06  0.451E-01 -0.362E-10  0.346E-06  0.223E-04
  35.83295  0.737E-07 -0.405E-11  0.611      0.389      0.206E-06  0.441E-01 -0.105E-09  0.323E-06  0.141E-04
  35.85571  0.736E-07 -0.392E-11  0.558      0.442      0.162E-07  0.431E-01 -0.155E-09  0.301E-06  0.424E-05
  35.87849  0.736E-07 -0.390E-11  0.506      0.494      0.106E-06  0.421E-01 -0.180E-09  0.279E-06  0.902E-05
  35.90127  0.735E-07 -0.396E-11  0.455      0.545      0.419E-06  0.410E-01 -0.175E-09  0.259E-06  0.187E-04
  35.92406  0.734E-07 -0.399E-11  0.406      0.594      0.765E-06  0.398E-01 -0.141E-09  0.239E-06  0.256E-04
  35.94686  0.733E-07 -0.393E-11  0.359      0.641      0.949E-06  0.386E-01 -0.861E-10  0.222E-06  0.288E-04
  35.96965  0.732E-07 -0.388E-11  0.315      0.685      0.881E-06  0.373E-01 -0.182E-10  0.207E-06  0.280E-04
  35.99244  0.731E-07 -0.382E-11  0.274      0.726      0.609E-06  0.360E-01  0.529E-10  0.193E-06  0.236E-04
  36.01524  0.730E-07 -0.378E-11  0.236      0.764      0.281E-06  0.347E-01  0.118E-09  0.181E-06  0.164E-04
  36.03802  0.729E-07 -0.377E-11  0.202      0.798      0.556E-07  0.333E-01  0.170E-09  0.170E-06  0.769E-05
  36.06080  0.728E-07 -0.371E-11  0.170      0.830      0.347E-07  0.319E-01  0.205E-09  0.162E-06  0.494E-05
  36.08358  0.727E-07 -0.373E-11  0.143      0.857      0.229E-06  0.305E-01  0.220E-09  0.157E-06  0.134E-04
  36.10634  0.726E-07 -0.374E-11  0.118      0.882      0.572E-06  0.290E-01  0.216E-09  0.154E-06  0.216E-04
  36.12910  0.725E-07 -0.377E-11  0.962E-01  0.904      0.954E-06  0.276E-01  0.195E-09  0.155E-06  0.282E-04
  36.15184  0.723E-07 -0.374E-11  0.775E-01  0.922      0.127E-05  0.261E-01  0.160E-09  0.157E-06  0.328E-04
  36.17458  0.722E-07 -0.374E-11  0.615E-01  0.938      0.145E-05  0.246E-01  0.116E-09  0.161E-06  0.353E-04
  36.19730  0.721E-07 -0.375E-11  0.481E-01  0.952      0.146E-05  0.231E-01  0.654E-10  0.166E-06  0.356E-04
  36.22001  0.720E-07 -0.370E-11  0.369E-01  0.963      0.132E-05  0.216E-01  0.122E-10  0.173E-06  0.341E-04
  36.24271  0.718E-07 -0.378E-11  0.277E-01  0.972      0.107E-05  0.201E-01 -0.409E-10  0.181E-06  0.310E-04
  36.26540  0.717E-07 -0.373E-11  0.203E-01  0.980      0.780E-06  0.186E-01 -0.919E-10  0.192E-06  0.267E-04
  36.28807  0.716E-07 -0.376E-11  0.145E-01  0.985      0.493E-06  0.171E-01 -0.139E-09  0.204E-06  0.215E-04
  36.31073  0.714E-07 -0.375E-11  0.100E-01  0.990      0.256E-06  0.156E-01 -0.183E-09  0.218E-06  0.159E-04
  36.33338  0.713E-07 -0.376E-11  0.666E-02  0.993      0.102E-06  0.140E-01 -0.222E-09  0.233E-06  0.104E-04
  36.35601  0.712E-07 -0.380E-11  0.423E-02  0.996      0.457E-07  0.125E-01 -0.256E-09  0.248E-06  0.658E-05
  36.37862  0.710E-07 -0.376E-11  0.253E-02  0.997      0.937E-07  0.110E-01 -0.287E-09  0.263E-06  0.803E-05
  36.40123  0.709E-07 -0.383E-11  0.140E-02  0.999      0.243E-06  0.947E-02 -0.314E-09  0.277E-06  0.130E-04
  36.42382  0.708E-07 -0.377E-11  0.698E-03  0.999      0.489E-06  0.795E-02 -0.338E-09  0.290E-06  0.189E-04
  36.44639  0.706E-07 -0.379E-11  0.301E-03   1.00      0.822E-06  0.643E-02 -0.361E-09  0.303E-06  0.248E-04
  36.46895  0.705E-07 -0.375E-11  0.104E-03   1.00      0.123E-05  0.492E-02 -0.382E-09  0.314E-06  0.307E-04
  36.49150  0.704E-07 -0.379E-11  0.243E-04   1.00      0.172E-05  0.340E-02 -0.402E-09  0.324E-06  0.364E-04
  36.51404  0.702E-07 -0.379E-11  0.253E-05   1.00      0.228E-05  0.189E-02 -0.422E-09  0.332E-06  0.421E-04
  36.53656  0.701E-07 -0.382E-11  0.178E-07   1.00      0.289E-05  0.381E-03 -0.442E-09  0.340E-06  0.476E-04
  36.55906  0.700E-07 -0.382E-11  0.441E-06   1.00      0.357E-05 -0.113E-02 -0.461E-09  0.346E-06  0.530E-04
  36.58155  0.699E-07 -0.382E-11  0.963E-05   1.00      0.429E-05 -0.263E-02 -0.481E-09  0.349E-06  0.582E-04
  36.60403  0.697E-07 -0.382E-11  0.557E-04   1.00      0.505E-05 -0.414E-02 -0.500E-09  0.351E-06  0.633E-04
  36.62650  0.696E-07 -0.385E-11  0.189E-03   1.00      0.582E-05 -0.564E-02 -0.518E-09  0.350E-06  0.680E-04
  36.64895  0.695E-07 -0.386E-11  0.483E-03   1.00      0.658E-05 -0.714E-02 -0.535E-09  0.345E-06  0.724E-04
  36.67138  0.693E-07 -0.385E-11  0.103E-02  0.999      0.727E-05 -0.864E-02 -0.548E-09  0.337E-06  0.762E-04
  36.69381  0.692E-07 -0.386E-11  0.195E-02  0.998      0.784E-05 -0.101E-01 -0.557E-09  0.325E-06  0.792E-04
  36.71622  0.691E-07 -0.386E-11  0.339E-02  0.997      0.823E-05 -0.116E-01 -0.561E-09  0.310E-06  0.812E-04
  36.73861  0.690E-07 -0.386E-11  0.550E-02  0.994      0.835E-05 -0.131E-01 -0.556E-09  0.295E-06  0.819E-04
  36.76100  0.688E-07 -0.385E-11  0.846E-02  0.992      0.815E-05 -0.146E-01 -0.541E-09  0.286E-06  0.810E-04
  36.78337  0.687E-07 -0.385E-11  0.125E-01  0.988      0.757E-05 -0.161E-01 -0.514E-09  0.291E-06  0.782E-04
  36.80572  0.686E-07 -0.386E-11  0.178E-01  0.982      0.661E-05 -0.176E-01 -0.472E-09  0.321E-06  0.732E-04
  36.82807  0.685E-07 -0.389E-11  0.246E-01  0.975      0.531E-05 -0.190E-01 -0.414E-09  0.377E-06  0.658E-04
  36.85040  0.683E-07 -0.388E-11  0.331E-01  0.967      0.381E-05 -0.205E-01 -0.339E-09  0.456E-06  0.559E-04
  36.87272  0.682E-07 -0.389E-11  0.437E-01  0.956      0.229E-05 -0.220E-01 -0.246E-09  0.552E-06  0.436E-04
  36.89502  0.681E-07 -0.393E-11  0.565E-01  0.944      0.100E-05 -0.234E-01 -0.139E-09  0.656E-06  0.293E-04
  36.91732  0.680E-07 -0.392E-11  0.719E-01  0.928      0.206E-06 -0.248E-01 -0.224E-10  0.764E-06  0.138E-04
  36.93960  0.679E-07 -0.394E-11  0.900E-01  0.910      0.704E-07 -0.262E-01  0.972E-10  0.870E-06  0.664E-05
  36.96188  0.678E-07 -0.394E-11  0.111      0.889      0.629E-06 -0.276E-01  0.210E-09  0.973E-06  0.212E-04
  36.98415  0.677E-07 -0.398E-11  0.136      0.864      0.171E-05 -0.290E-01  0.303E-09  0.107E-05  0.358E-04
  37.00640  0.676E-07 -0.405E-11  0.163      0.837      0.294E-05 -0.304E-01  0.365E-09  0.117E-05  0.475E-04
  37.02866  0.675E-07 -0.413E-11  0.195      0.805      0.386E-05 -0.317E-01  0.384E-09  0.127E-05  0.547E-04
  37.05090  0.674E-07 -0.426E-11  0.229      0.771      0.406E-05 -0.330E-01  0.353E-09  0.137E-05  0.564E-04
  37.07315  0.673E-07 -0.434E-11  0.268      0.732      0.339E-05 -0.343E-01  0.270E-09  0.148E-05  0.519E-04
  37.09538  0.672E-07 -0.434E-11  0.309      0.691      0.211E-05 -0.355E-01  0.141E-09  0.159E-05  0.413E-04
  37.11762  0.671E-07 -0.427E-11  0.354      0.646      0.785E-06 -0.367E-01 -0.184E-10  0.169E-05  0.256E-04
  37.13986  0.670E-07 -0.421E-11  0.401      0.599      0.658E-07 -0.379E-01 -0.184E-09  0.179E-05  0.758E-05
  37.16211  0.670E-07 -0.435E-11  0.451      0.549      0.331E-06 -0.390E-01 -0.326E-09  0.187E-05  0.149E-04
  37.18435  0.669E-07 -0.470E-11  0.504      0.496      0.141E-05 -0.401E-01 -0.412E-09  0.194E-05  0.323E-04
  37.20661  0.668E-07 -0.527E-11  0.557      0.443      0.264E-05 -0.411E-01 -0.419E-09  0.200E-05  0.448E-04
  37.22887  0.668E-07 -0.578E-11  0.611      0.389      0.319E-05 -0.420E-01 -0.334E-09  0.205E-05  0.497E-04
  37.25114  0.667E-07 -0.589E-11  0.665      0.335      0.267E-05 -0.429E-01 -0.166E-09  0.210E-05  0.459E-04
  37.27343  0.667E-07 -0.554E-11  0.717      0.283      0.140E-05 -0.437E-01  0.568E-10  0.215E-05  0.337E-04
  37.29573  0.667E-07 -0.502E-11  0.768      0.232      0.276E-06 -0.445E-01  0.287E-09  0.218E-05  0.154E-04
  37.31805  0.667E-07 -0.497E-11  0.816      0.184      0.117E-06 -0.451E-01  0.470E-09  0.220E-05  0.833E-05
  37.34039  0.666E-07 -0.575E-11  0.860      0.140      0.103E-05 -0.457E-01  0.553E-09  0.220E-05  0.274E-04
  37.36275  0.666E-07 -0.699E-11  0.899      0.101      0.228E-05 -0.462E-01  0.505E-09  0.219E-05  0.416E-04
  37.38513  0.666E-07 -0.781E-11  0.933      0.673E-01  0.284E-05 -0.466E-01  0.323E-09  0.217E-05  0.470E-04
  37.40754  0.666E-07 -0.750E-11  0.960      0.399E-01  0.223E-05 -0.470E-01  0.408E-10  0.214E-05  0.421E-04
  37.42997  0.666E-07 -0.634E-11  0.981      0.195E-01  0.955E-06 -0.472E-01 -0.277E-09  0.211E-05  0.281E-04
  37.45243  0.666E-07 -0.542E-11  0.994      0.622E-02  0.829E-07 -0.474E-01 -0.552E-09  0.207E-05  0.861E-05
  37.47492  0.666E-07 -0.566E-11   1.00      0.449E-03  0.351E-06 -0.475E-01 -0.707E-09  0.202E-05  0.155E-04
  37.49743  0.666E-07 -0.689E-11  0.998      0.227E-02  0.152E-05 -0.474E-01 -0.694E-09  0.195E-05  0.338E-04
  37.51997  0.666E-07 -0.800E-11  0.988      0.117E-01  0.257E-05 -0.473E-01 -0.504E-09  0.188E-05  0.447E-04
  37.54253  0.666E-07 -0.796E-11  0.971      0.285E-01  0.261E-05 -0.471E-01 -0.174E-09  0.180E-05  0.455E-04
  37.56512  0.666E-07 -0.680E-11  0.948      0.524E-01  0.161E-05 -0.468E-01  0.221E-09  0.173E-05  0.362E-04
  37.58774  0.666E-07 -0.549E-11  0.917      0.827E-01  0.421E-06 -0.464E-01  0.588E-09  0.165E-05  0.191E-04
  37.61038  0.666E-07 -0.501E-11  0.881      0.119      0.534E-07 -0.460E-01  0.836E-09  0.157E-05  0.575E-05
  37.63304  0.666E-07 -0.549E-11  0.840      0.160      0.806E-06 -0.454E-01  0.906E-09  0.148E-05  0.243E-04
  37.65573  0.665E-07 -0.622E-11  0.796      0.204      0.207E-05 -0.448E-01  0.776E-09  0.139E-05  0.398E-04
  37.67843  0.665E-07 -0.645E-11  0.747      0.253      0.286E-05 -0.441E-01  0.471E-09  0.130E-05  0.474E-04
  37.70115  0.665E-07 -0.598E-11  0.697      0.303      0.259E-05 -0.433E-01  0.556E-10  0.122E-05  0.456E-04
  37.72388  0.664E-07 -0.515E-11  0.644      0.356      0.149E-05 -0.425E-01 -0.387E-09  0.114E-05  0.351E-04
  37.74663  0.664E-07 -0.449E-11  0.592      0.408      0.381E-06 -0.416E-01 -0.770E-09  0.106E-05  0.184E-04
  37.76939  0.663E-07 -0.426E-11  0.539      0.461      0.561E-07 -0.406E-01 -0.102E-08  0.990E-06  0.603E-05
  37.79215  0.663E-07 -0.434E-11  0.487      0.513      0.737E-06 -0.396E-01 -0.110E-08  0.918E-06  0.231E-04
  37.81493  0.662E-07 -0.453E-11  0.437      0.563      0.200E-05 -0.385E-01 -0.100E-08  0.849E-06  0.389E-04
  37.83770  0.661E-07 -0.455E-11  0.389      0.611      0.309E-05 -0.373E-01 -0.743E-09  0.787E-06  0.490E-04
  37.86048  0.661E-07 -0.441E-11  0.343      0.657      0.342E-05 -0.362E-01 -0.371E-09  0.732E-06  0.520E-04
  37.88326  0.660E-07 -0.422E-11  0.300      0.700      0.286E-05 -0.350E-01  0.564E-10  0.683E-06  0.480E-04
  37.90604  0.659E-07 -0.400E-11  0.260      0.740      0.174E-05 -0.337E-01  0.481E-09  0.637E-06  0.379E-04
  37.92882  0.658E-07 -0.386E-11  0.223      0.777      0.634E-06 -0.324E-01  0.851E-09  0.597E-06  0.235E-04
  37.95159  0.657E-07 -0.380E-11  0.190      0.810      0.735E-07 -0.311E-01  0.113E-08  0.564E-06  0.843E-05
  37.97435  0.656E-07 -0.378E-11  0.160      0.840      0.301E-06 -0.298E-01  0.129E-08  0.540E-06  0.141E-04
  37.99711  0.655E-07 -0.378E-11  0.133      0.867      0.124E-05 -0.284E-01  0.134E-08  0.526E-06  0.298E-04
  38.01986  0.654E-07 -0.379E-11  0.109      0.891      0.257E-05 -0.271E-01  0.127E-08  0.522E-06  0.437E-04
  38.04260  0.653E-07 -0.379E-11  0.889E-01  0.911      0.389E-05 -0.257E-01  0.111E-08  0.526E-06  0.543E-04
  38.06533  0.652E-07 -0.375E-11  0.713E-01  0.929      0.486E-05 -0.243E-01  0.877E-09  0.537E-06  0.611E-04
  38.08805  0.651E-07 -0.377E-11  0.563E-01  0.944      0.527E-05 -0.228E-01  0.590E-09  0.551E-06  0.640E-04
  38.11076  0.650E-07 -0.375E-11  0.436E-01  0.956      0.510E-05 -0.214E-01  0.274E-09  0.571E-06  0.632E-04
  38.13345  0.649E-07 -0.377E-11  0.332E-01  0.967      0.444E-05 -0.200E-01 -0.508E-10  0.596E-06  0.594E-04
  38.15614  0.648E-07 -0.374E-11  0.247E-01  0.975      0.347E-05 -0.186E-01 -0.370E-09  0.628E-06  0.529E-04
  38.17881  0.646E-07 -0.371E-11  0.180E-01  0.982      0.240E-05 -0.171E-01 -0.673E-09  0.667E-06  0.445E-04
  38.20147  0.645E-07 -0.375E-11  0.127E-01  0.987      0.142E-05 -0.157E-01 -0.952E-09  0.713E-06  0.348E-04
  38.22412  0.644E-07 -0.375E-11  0.864E-02  0.991      0.671E-06 -0.142E-01 -0.121E-08  0.762E-06  0.246E-04
  38.24675  0.643E-07 -0.375E-11  0.564E-02  0.994      0.242E-06 -0.128E-01 -0.143E-08  0.814E-06  0.151E-04
  38.26937  0.642E-07 -0.376E-11  0.351E-02  0.996      0.177E-06 -0.113E-01 -0.163E-08  0.866E-06  0.112E-04
  38.29198  0.641E-07 -0.378E-11  0.204E-02  0.998      0.486E-06 -0.989E-02 -0.181E-08  0.916E-06  0.173E-04
  38.31457  0.640E-07 -0.377E-11  0.109E-02  0.999      0.115E-05 -0.845E-02 -0.197E-08  0.963E-06  0.272E-04
  38.33715  0.639E-07 -0.381E-11  0.520E-03  0.999      0.215E-05 -0.701E-02 -0.211E-08  0.101E-05  0.378E-04
  38.35972  0.637E-07 -0.379E-11  0.210E-03   1.00      0.345E-05 -0.557E-02 -0.224E-08  0.105E-05  0.485E-04
  38.38227  0.636E-07 -0.382E-11  0.657E-04   1.00      0.503E-05 -0.413E-02 -0.237E-08  0.108E-05  0.590E-04
  38.40481  0.635E-07 -0.375E-11  0.131E-04   1.00      0.687E-05 -0.269E-02 -0.249E-08  0.112E-05  0.693E-04
  38.42734  0.634E-07 -0.381E-11  0.105E-05   1.00      0.895E-05 -0.125E-02 -0.261E-08  0.114E-05  0.793E-04
  38.44986  0.633E-07 -0.379E-11  0.142E-07   1.00      0.112E-04  0.182E-03 -0.273E-08  0.117E-05  0.892E-04
  38.47236  0.632E-07 -0.381E-11  0.283E-05   1.00      0.137E-04  0.162E-02 -0.285E-08  0.118E-05  0.988E-04
  38.49485  0.631E-07 -0.377E-11  0.246E-04   1.00      0.164E-04  0.305E-02 -0.297E-08  0.119E-05  0.108E-03
  38.51732  0.630E-07 -0.382E-11  0.103E-03   1.00      0.191E-04  0.448E-02 -0.308E-08  0.119E-05  0.117E-03
  38.53978  0.629E-07 -0.383E-11  0.298E-03   1.00      0.219E-04  0.590E-02 -0.319E-08  0.119E-05  0.125E-03
  38.56223  0.627E-07 -0.383E-11  0.691E-03  0.999      0.245E-04  0.733E-02 -0.328E-08  0.116E-05  0.133E-03
  38.58467  0.626E-07 -0.381E-11  0.139E-02  0.999      0.269E-04  0.875E-02 -0.336E-08  0.113E-05  0.139E-03
  38.60709  0.625E-07 -0.384E-11  0.251E-02  0.997      0.287E-04  0.102E-01 -0.340E-08  0.108E-05  0.144E-03
  38.62950  0.624E-07 -0.386E-11  0.421E-02  0.996      0.298E-04  0.116E-01 -0.341E-08  0.103E-05  0.147E-03
  38.65190  0.623E-07 -0.386E-11  0.665E-02  0.993      0.298E-04  0.130E-01 -0.336E-08  0.982E-06  0.147E-03
  38.67428  0.622E-07 -0.387E-11  0.100E-01  0.990      0.286E-04  0.144E-01 -0.324E-08  0.966E-06  0.144E-03
  38.69665  0.621E-07 -0.388E-11  0.145E-01  0.985      0.260E-04  0.158E-01 -0.304E-08  0.101E-05  0.137E-03
  38.71901  0.620E-07 -0.389E-11  0.203E-01  0.980      0.220E-04  0.172E-01 -0.275E-08  0.115E-05  0.127E-03
  38.74136  0.619E-07 -0.392E-11  0.277E-01  0.972      0.170E-04  0.186E-01 -0.236E-08  0.137E-05  0.112E-03
  38.76369  0.618E-07 -0.395E-11  0.370E-01  0.963      0.115E-04  0.200E-01 -0.186E-08  0.166E-05  0.925E-04
  38.78602  0.617E-07 -0.392E-11  0.483E-01  0.952      0.631E-05  0.214E-01 -0.126E-08  0.200E-05  0.689E-04
  38.80833  0.616E-07 -0.394E-11  0.620E-01  0.938      0.227E-05  0.228E-01 -0.581E-09  0.237E-05  0.421E-04
  38.83063  0.615E-07 -0.396E-11  0.783E-01  0.922      0.261E-06  0.241E-01  0.143E-09  0.273E-05  0.146E-04
  38.85293  0.614E-07 -0.398E-11  0.976E-01  0.902      0.744E-06  0.255E-01  0.861E-09  0.309E-05  0.210E-04
  38.87521  0.613E-07 -0.408E-11  0.120      0.880      0.357E-05  0.268E-01  0.151E-08  0.343E-05  0.485E-04
  38.89749  0.612E-07 -0.425E-11  0.146      0.854      0.784E-05  0.281E-01  0.201E-08  0.377E-05  0.731E-04
  38.91975  0.611E-07 -0.455E-11  0.175      0.825      0.120E-04  0.294E-01  0.230E-08  0.410E-05  0.913E-04
  38.94202  0.610E-07 -0.491E-11  0.207      0.793      0.145E-04  0.306E-01  0.230E-08  0.444E-05  0.101E-03
  38.96427  0.609E-07 -0.527E-11  0.243      0.757      0.140E-04  0.319E-01  0.199E-08  0.479E-05  0.996E-04
  38.98653  0.609E-07 -0.545E-11  0.283      0.717      0.106E-04  0.331E-01  0.137E-08  0.516E-05  0.872E-04
  39.00878  0.608E-07 -0.533E-11  0.325      0.675      0.571E-05  0.342E-01  0.501E-09  0.553E-05  0.644E-04
  39.03103  0.607E-07 -0.506E-11  0.371      0.629      0.153E-05  0.354E-01 -0.504E-09  0.588E-05  0.336E-04
  39.05329  0.607E-07 -0.503E-11  0.419      0.581      0.226E-06  0.365E-01 -0.148E-08  0.619E-05  0.893E-05
  39.07554  0.606E-07 -0.568E-11  0.470      0.530      0.247E-05  0.375E-01 -0.223E-08  0.645E-05  0.393E-04
  39.09780  0.606E-07 -0.731E-11  0.523      0.477      0.690E-05  0.385E-01 -0.259E-08  0.666E-05  0.679E-04
  39.12007  0.605E-07 -0.940E-11  0.577      0.423      0.107E-04  0.394E-01 -0.242E-08  0.685E-05  0.857E-04
  39.14235  0.605E-07 -0.108E-10  0.631      0.369      0.113E-04  0.403E-01 -0.170E-08  0.703E-05  0.887E-04
  39.16464  0.604E-07 -0.105E-10  0.684      0.316      0.811E-05  0.411E-01 -0.516E-09  0.720E-05  0.758E-04
  39.18695  0.604E-07 -0.878E-11  0.736      0.264      0.333E-05  0.419E-01  0.897E-09  0.734E-05  0.490E-04
  39.20926  0.604E-07 -0.730E-11  0.785      0.215      0.352E-06  0.425E-01  0.223E-08  0.743E-05  0.144E-04
  39.23160  0.604E-07 -0.818E-11  0.832      0.168      0.136E-05  0.432E-01  0.315E-08  0.747E-05  0.280E-04
  39.25395  0.603E-07 -0.119E-10  0.874      0.126      0.551E-05  0.437E-01  0.336E-08  0.745E-05  0.605E-04
  39.27633  0.603E-07 -0.161E-10  0.912      0.881E-01  0.945E-05  0.441E-01  0.274E-08  0.740E-05  0.806E-04
  39.29873  0.603E-07 -0.176E-10  0.943      0.565E-01  0.990E-05  0.445E-01  0.137E-08  0.732E-05  0.834E-04
  39.32115  0.603E-07 -0.151E-10  0.968      0.318E-01  0.644E-05  0.448E-01 -0.489E-09  0.724E-05  0.680E-04
  39.34359  0.603E-07 -0.108E-10  0.986      0.142E-01  0.194E-05  0.450E-01 -0.239E-08  0.712E-05  0.377E-04
  39.36606  0.603E-07 -0.882E-11  0.996      0.384E-02  0.188E-06  0.451E-01 -0.383E-08  0.697E-05  0.844E-05
  39.38856  0.603E-07 -0.113E-10  0.999      0.687E-03  0.265E-05  0.452E-01 -0.441E-08  0.676E-05  0.413E-04
  39.41108  0.603E-07 -0.162E-10  0.995      0.501E-02  0.717E-05  0.451E-01 -0.391E-08  0.652E-05  0.700E-04
  39.43363  0.603E-07 -0.189E-10  0.983      0.170E-01  0.984E-05  0.450E-01 -0.239E-08  0.627E-05  0.831E-04
  39.45620  0.603E-07 -0.170E-10  0.963      0.365E-01  0.838E-05  0.447E-01 -0.167E-09  0.602E-05  0.776E-04
  39.47880  0.603E-07 -0.123E-10  0.937      0.631E-01  0.406E-05  0.444E-01  0.225E-08  0.577E-05  0.548E-04
  39.50142  0.603E-07 -0.848E-11  0.904      0.958E-01  0.564E-06  0.440E-01  0.427E-08  0.550E-05  0.210E-04
  39.52406  0.603E-07 -0.824E-11  0.866      0.134      0.797E-06  0.436E-01  0.540E-08  0.521E-05  0.217E-04
  39.54672  0.603E-07 -0.107E-10  0.824      0.176      0.457E-05  0.430E-01  0.537E-08  0.490E-05  0.555E-04
  39.56940  0.602E-07 -0.130E-10  0.778      0.222      0.886E-05  0.424E-01  0.414E-08  0.460E-05  0.786E-04
  39.59210  0.602E-07 -0.129E-10  0.729      0.271      0.104E-04  0.417E-01  0.198E-08  0.430E-05  0.860E-04
  39.61482  0.602E-07 -0.105E-10  0.678      0.322      0.805E-05  0.409E-01 -0.684E-09  0.403E-05  0.766E-04
  39.63755  0.602E-07 -0.761E-11  0.625      0.375      0.370E-05  0.401E-01 -0.330E-08  0.377E-05  0.528E-04
  39.66029  0.601E-07 -0.584E-11  0.572      0.428      0.518E-06  0.392E-01 -0.538E-08  0.352E-05  0.207E-04
  39.68303  0.601E-07 -0.557E-11  0.519      0.481      0.724E-06  0.383E-01 -0.655E-08  0.327E-05  0.207E-04
  39.70579  0.600E-07 -0.616E-11  0.468      0.532      0.421E-05  0.373E-01 -0.662E-08  0.303E-05  0.530E-04
  39.72855  0.600E-07 -0.667E-11  0.419      0.581      0.884E-05  0.362E-01 -0.562E-08  0.280E-05  0.782E-04
