      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
  59.49638  0.264E-07 -0.181E-10  0.621E-02  0.951      0.423E-01 -0.233E-02 -0.879E-04  0.120E-02  0.157E-02
  59.51887  0.264E-07 -0.155E-10  0.990E-02  0.948      0.423E-01 -0.321E-02 -0.903E-04  0.120E-02  0.160E-02
  59.54134  0.264E-07 -0.140E-10  0.148E-01  0.943      0.421E-01 -0.409E-02 -0.924E-04  0.119E-02  0.162E-02
  59.56381  0.263E-07 -0.145E-10  0.209E-01  0.937      0.417E-01 -0.496E-02 -0.942E-04  0.119E-02  0.164E-02
  59.58628  0.263E-07 -0.150E-10  0.280E-01  0.931      0.411E-01 -0.583E-02 -0.953E-04  0.119E-02  0.164E-02
  59.60873  0.263E-07 -0.153E-10  0.360E-01  0.924      0.405E-01 -0.669E-02 -0.956E-04  0.120E-02  0.163E-02
  59.63118  0.262E-07 -0.165E-10  0.444E-01  0.916      0.397E-01 -0.755E-02 -0.949E-04  0.120E-02  0.161E-02
  59.65362  0.262E-07 -0.199E-10  0.528E-01  0.908      0.388E-01 -0.841E-02 -0.928E-04  0.122E-02  0.157E-02
  59.67606  0.262E-07 -0.252E-10  0.603E-01  0.902      0.378E-01 -0.925E-02 -0.891E-04  0.124E-02  0.150E-02
  59.69849  0.262E-07 -0.272E-10  0.664E-01  0.897      0.367E-01 -0.101E-01 -0.835E-04  0.126E-02  0.142E-02
  59.72091  0.261E-07 -0.271E-10  0.708E-01  0.894      0.357E-01 -0.109E-01 -0.758E-04  0.130E-02  0.131E-02
  59.74333  0.261E-07 -0.298E-10  0.736E-01  0.892      0.347E-01 -0.117E-01 -0.658E-04  0.134E-02  0.119E-02
  59.76574  0.261E-07 -0.342E-10  0.758E-01  0.890      0.340E-01 -0.126E-01 -0.536E-04  0.138E-02  0.106E-02
  59.78815  0.261E-07 -0.383E-10  0.791E-01  0.887      0.337E-01 -0.134E-01 -0.392E-04  0.143E-02  0.929E-03
  59.81055  0.260E-07 -0.426E-10  0.860E-01  0.880      0.338E-01 -0.142E-01 -0.230E-04  0.148E-02  0.830E-03
  59.83294  0.260E-07 -0.498E-10  0.992E-01  0.866      0.344E-01 -0.150E-01 -0.553E-05  0.153E-02  0.785E-03
  59.85533  0.260E-07 -0.621E-10  0.121      0.843      0.355E-01 -0.157E-01  0.123E-04  0.159E-02  0.806E-03
  59.87772  0.260E-07 -0.818E-10  0.152      0.811      0.369E-01 -0.165E-01  0.296E-04  0.164E-02  0.879E-03
  59.90010  0.259E-07 -0.110E-09  0.191      0.771      0.384E-01 -0.173E-01  0.450E-04  0.169E-02  0.973E-03
  59.92247  0.259E-07 -0.148E-09  0.233      0.728      0.396E-01 -0.180E-01  0.573E-04  0.174E-02  0.106E-02
  59.94485  0.259E-07 -0.191E-09  0.273      0.687      0.404E-01 -0.187E-01  0.651E-04  0.178E-02  0.111E-02
  59.96722  0.259E-07 -0.232E-09  0.306      0.654      0.407E-01 -0.194E-01  0.675E-04  0.183E-02  0.111E-02
  59.98960  0.258E-07 -0.264E-09  0.329      0.631      0.404E-01 -0.201E-01  0.637E-04  0.187E-02  0.107E-02
  60.01197  0.258E-07 -0.285E-09  0.345      0.615      0.400E-01 -0.208E-01  0.536E-04  0.192E-02  0.990E-03
  60.03435  0.258E-07 -0.303E-09  0.361      0.600      0.396E-01 -0.214E-01  0.377E-04  0.196E-02  0.899E-03
  60.05673  0.258E-07 -0.340E-09  0.385      0.575      0.395E-01 -0.220E-01  0.173E-04  0.201E-02  0.830E-03
  60.07911  0.258E-07 -0.418E-09  0.424      0.536      0.397E-01 -0.226E-01 -0.571E-05  0.205E-02  0.812E-03
  60.10149  0.258E-07 -0.546E-09  0.477      0.483      0.400E-01 -0.231E-01 -0.287E-04  0.209E-02  0.845E-03
  60.12388  0.257E-07 -0.705E-09  0.536      0.424      0.402E-01 -0.236E-01 -0.490E-04  0.212E-02  0.897E-03
  60.14627  0.257E-07 -0.849E-09  0.588      0.372      0.399E-01 -0.241E-01 -0.639E-04  0.215E-02  0.930E-03
  60.16867  0.257E-07 -0.931E-09  0.626      0.335      0.392E-01 -0.246E-01 -0.710E-04  0.218E-02  0.923E-03
  60.19108  0.257E-07 -0.941E-09  0.647      0.315      0.384E-01 -0.250E-01 -0.693E-04  0.220E-02  0.879E-03
  60.21349  0.257E-07 -0.924E-09  0.661      0.301      0.377E-01 -0.253E-01 -0.584E-04  0.222E-02  0.821E-03
  60.23592  0.257E-07 -0.961E-09  0.682      0.281      0.375E-01 -0.257E-01 -0.397E-04  0.224E-02  0.786E-03
  60.25835  0.257E-07 -0.111E-08  0.716      0.247      0.376E-01 -0.259E-01 -0.156E-04  0.225E-02  0.798E-03
  60.28080  0.257E-07 -0.133E-08  0.758      0.204      0.379E-01 -0.262E-01  0.105E-04  0.226E-02  0.843E-03
  60.30325  0.257E-07 -0.155E-08  0.796      0.166      0.380E-01 -0.264E-01  0.346E-04  0.226E-02  0.884E-03
  60.32572  0.257E-07 -0.163E-08  0.817      0.145      0.377E-01 -0.265E-01  0.532E-04  0.226E-02  0.892E-03
  60.34820  0.257E-07 -0.157E-08  0.817      0.146      0.370E-01 -0.266E-01  0.634E-04  0.226E-02  0.861E-03
  60.37069  0.257E-07 -0.144E-08  0.805      0.159      0.364E-01 -0.267E-01  0.638E-04  0.225E-02  0.810E-03
  60.39320  0.257E-07 -0.137E-08  0.795      0.169      0.361E-01 -0.267E-01  0.545E-04  0.224E-02  0.773E-03
  60.41572  0.257E-07 -0.142E-08  0.795      0.169      0.361E-01 -0.267E-01  0.372E-04  0.223E-02  0.778E-03
  60.43825  0.256E-07 -0.156E-08  0.801      0.163      0.363E-01 -0.266E-01  0.151E-04  0.221E-02  0.816E-03
  60.46079  0.256E-07 -0.165E-08  0.803      0.161      0.363E-01 -0.265E-01 -0.800E-05  0.219E-02  0.854E-03
  60.48335  0.256E-07 -0.161E-08  0.788      0.176      0.361E-01 -0.263E-01 -0.284E-04  0.216E-02  0.865E-03
  60.50591  0.256E-07 -0.145E-08  0.756      0.208      0.358E-01 -0.261E-01 -0.431E-04  0.213E-02  0.844E-03
  60.52849  0.256E-07 -0.126E-08  0.715      0.250      0.355E-01 -0.258E-01 -0.500E-04  0.209E-02  0.806E-03
  60.55108  0.256E-07 -0.111E-08  0.675      0.289      0.354E-01 -0.255E-01 -0.486E-04  0.206E-02  0.782E-03
  60.57368  0.256E-07 -0.105E-08  0.645      0.319      0.356E-01 -0.252E-01 -0.398E-04  0.202E-02  0.792E-03
  60.59628  0.256E-07 -0.104E-08  0.622      0.342      0.358E-01 -0.248E-01 -0.256E-04  0.197E-02  0.831E-03
  60.61890  0.256E-07 -0.101E-08  0.598      0.366      0.358E-01 -0.244E-01 -0.861E-05  0.193E-02  0.873E-03
  60.64152  0.256E-07 -0.921E-09  0.566      0.399      0.357E-01 -0.239E-01  0.840E-05  0.188E-02  0.896E-03
  60.66415  0.256E-07 -0.792E-09  0.523      0.442      0.355E-01 -0.234E-01  0.230E-04  0.183E-02  0.893E-03
  60.68678  0.256E-07 -0.653E-09  0.474      0.490      0.353E-01 -0.229E-01  0.335E-04  0.178E-02  0.870E-03
  60.70942  0.255E-07 -0.540E-09  0.427      0.537      0.355E-01 -0.223E-01  0.388E-04  0.174E-02  0.847E-03
  60.73206  0.255E-07 -0.460E-09  0.386      0.578      0.360E-01 -0.217E-01  0.390E-04  0.169E-02  0.842E-03
  60.75470  0.255E-07 -0.403E-09  0.353      0.610      0.367E-01 -0.211E-01  0.347E-04  0.164E-02  0.861E-03
  60.77735  0.255E-07 -0.355E-09  0.326      0.636      0.373E-01 -0.205E-01  0.270E-04  0.160E-02  0.898E-03
  60.79999  0.255E-07 -0.308E-09  0.301      0.661      0.379E-01 -0.198E-01  0.172E-04  0.156E-02  0.938E-03
  60.82264  0.254E-07 -0.259E-09  0.274      0.687      0.382E-01 -0.191E-01  0.672E-05  0.152E-02  0.967E-03
  60.84528  0.254E-07 -0.213E-09  0.246      0.716      0.382E-01 -0.184E-01 -0.332E-05  0.149E-02  0.978E-03
  60.86792  0.254E-07 -0.173E-09  0.215      0.747      0.382E-01 -0.177E-01 -0.120E-04  0.146E-02  0.974E-03
  60.89056  0.254E-07 -0.142E-09  0.185      0.776      0.382E-01 -0.170E-01 -0.187E-04  0.143E-02  0.959E-03
  60.91320  0.254E-07 -0.115E-09  0.158      0.804      0.385E-01 -0.162E-01 -0.231E-04  0.141E-02  0.943E-03
  60.93583  0.253E-07 -0.933E-10  0.134      0.827      0.390E-01 -0.155E-01 -0.254E-04  0.139E-02  0.935E-03
  60.95846  0.253E-07 -0.761E-10  0.115      0.845      0.399E-01 -0.147E-01 -0.256E-04  0.137E-02  0.943E-03
  60.98108  0.253E-07 -0.652E-10  0.990E-01  0.860      0.412E-01 -0.139E-01 -0.242E-04  0.136E-02  0.967E-03
  61.00370  0.253E-07 -0.613E-10  0.865E-01  0.871      0.428E-01 -0.131E-01 -0.214E-04  0.135E-02  0.101E-02
  61.02631  0.252E-07 -0.658E-10  0.760E-01  0.880      0.445E-01 -0.123E-01 -0.178E-04  0.134E-02  0.105E-02
  61.04892  0.252E-07 -0.700E-10  0.667E-01  0.887      0.461E-01 -0.115E-01 -0.136E-04  0.134E-02  0.110E-02
  61.07152  0.252E-07 -0.605E-10  0.580E-01  0.894      0.475E-01 -0.107E-01 -0.918E-05  0.133E-02  0.115E-02
  61.09411  0.252E-07 -0.481E-10  0.498E-01  0.902      0.486E-01 -0.988E-02 -0.479E-05  0.133E-02  0.120E-02
  61.11670  0.251E-07 -0.399E-10  0.421E-01  0.908      0.494E-01 -0.906E-02 -0.575E-06  0.134E-02  0.124E-02
  61.13928  0.251E-07 -0.351E-10  0.350E-01  0.915      0.501E-01 -0.823E-02  0.335E-05  0.134E-02  0.128E-02
  61.16186  0.251E-07 -0.320E-10  0.285E-01  0.921      0.506E-01 -0.740E-02  0.693E-05  0.134E-02  0.131E-02
  61.18443  0.251E-07 -0.292E-10  0.227E-01  0.926      0.511E-01 -0.656E-02  0.101E-04  0.135E-02  0.134E-02
  61.20699  0.250E-07 -0.265E-10  0.175E-01  0.931      0.517E-01 -0.573E-02  0.130E-04  0.135E-02  0.138E-02
  61.22954  0.250E-07 -0.240E-10  0.130E-01  0.934      0.525E-01 -0.489E-02  0.156E-04  0.136E-02  0.141E-02
  61.25209  0.250E-07 -0.223E-10  0.927E-02  0.937      0.534E-01 -0.405E-02  0.178E-04  0.136E-02  0.145E-02
  61.27463  0.250E-07 -0.212E-10  0.624E-02  0.939      0.544E-01 -0.320E-02  0.199E-04  0.136E-02  0.148E-02
  61.29717  0.249E-07 -0.215E-10  0.398E-02  0.941      0.554E-01 -0.236E-02  0.218E-04  0.136E-02  0.152E-02
  61.31969  0.249E-07 -0.232E-10  0.253E-02  0.941      0.564E-01 -0.152E-02  0.237E-04  0.136E-02  0.156E-02
  61.34221  0.249E-07 -0.227E-10  0.193E-02  0.941      0.573E-01 -0.673E-03  0.254E-04  0.136E-02  0.160E-02
  61.36472  0.248E-07 -0.209E-10  0.226E-02  0.940      0.580E-01  0.170E-03  0.272E-04  0.136E-02  0.164E-02
  61.38723  0.248E-07 -0.202E-10  0.365E-02  0.938      0.584E-01  0.101E-02  0.290E-04  0.135E-02  0.168E-02
  61.40972  0.248E-07 -0.199E-10  0.623E-02  0.935      0.586E-01  0.185E-02  0.309E-04  0.135E-02  0.171E-02
  61.43221  0.248E-07 -0.196E-10  0.101E-01  0.931      0.586E-01  0.269E-02  0.328E-04  0.135E-02  0.174E-02
  61.45469  0.247E-07 -0.199E-10  0.153E-01  0.926      0.583E-01  0.353E-02  0.347E-04  0.134E-02  0.177E-02
  61.47717  0.247E-07 -0.204E-10  0.219E-01  0.920      0.578E-01  0.436E-02  0.366E-04  0.134E-02  0.178E-02
  61.49964  0.247E-07 -0.210E-10  0.296E-01  0.913      0.572E-01  0.518E-02  0.383E-04  0.134E-02  0.179E-02
  61.52210  0.247E-07 -0.221E-10  0.383E-01  0.905      0.564E-01  0.601E-02  0.399E-04  0.135E-02  0.178E-02
  61.54456  0.246E-07 -0.236E-10  0.474E-01  0.897      0.554E-01  0.682E-02  0.411E-04  0.136E-02  0.176E-02
  61.56701  0.246E-07 -0.256E-10  0.564E-01  0.889      0.544E-01  0.763E-02  0.419E-04  0.138E-02  0.172E-02
  61.58945  0.246E-07 -0.278E-10  0.646E-01  0.882      0.532E-01  0.843E-02  0.419E-04  0.140E-02  0.166E-02
  61.61189  0.246E-07 -0.306E-10  0.713E-01  0.877      0.521E-01  0.923E-02  0.411E-04  0.143E-02  0.158E-02
  61.63433  0.245E-07 -0.338E-10  0.761E-01  0.873      0.510E-01  0.100E-01  0.393E-04  0.147E-02  0.148E-02
  61.65675  0.245E-07 -0.375E-10  0.790E-01  0.871      0.500E-01  0.108E-01  0.362E-04  0.151E-02  0.136E-02
  61.67918  0.245E-07 -0.419E-10  0.806E-01  0.870      0.493E-01  0.116E-01  0.318E-04  0.156E-02  0.123E-02
  61.70159  0.245E-07 -0.474E-10  0.825E-01  0.868      0.491E-01  0.123E-01  0.260E-04  0.162E-02  0.110E-02
  61.72400  0.245E-07 -0.542E-10  0.867E-01  0.864      0.492E-01  0.131E-01  0.189E-04  0.168E-02  0.990E-03
  61.74641  0.244E-07 -0.633E-10  0.960E-01  0.854      0.498E-01  0.138E-01  0.107E-04  0.174E-02  0.915E-03
  61.76881  0.244E-07 -0.758E-10  0.113      0.836      0.509E-01  0.146E-01  0.174E-05  0.180E-02  0.896E-03
  61.79121  0.244E-07 -0.936E-10  0.138      0.810      0.522E-01  0.153E-01 -0.742E-05  0.186E-02  0.935E-03
  61.81360  0.244E-07 -0.119E-09  0.172      0.774      0.536E-01  0.160E-01 -0.160E-04  0.192E-02  0.101E-02
  61.83599  0.243E-07 -0.154E-09  0.213      0.733      0.548E-01  0.167E-01 -0.231E-04  0.198E-02  0.110E-02
  61.85838  0.243E-07 -0.195E-09  0.254      0.690      0.558E-01  0.174E-01 -0.277E-04  0.203E-02  0.117E-02
  61.88076  0.243E-07 -0.239E-09  0.291      0.653      0.563E-01  0.180E-01 -0.289E-04  0.208E-02  0.121E-02
  61.90315  0.243E-07 -0.279E-09  0.320      0.624      0.563E-01  0.187E-01 -0.259E-04  0.214E-02  0.120E-02
  61.92554  0.243E-07 -0.311E-09  0.339      0.605      0.562E-01  0.193E-01 -0.182E-04  0.219E-02  0.116E-02
  61.94793  0.243E-07 -0.338E-09  0.353      0.591      0.559E-01  0.199E-01 -0.588E-05  0.224E-02  0.108E-02
  61.97032  0.242E-07 -0.370E-09  0.369      0.575      0.558E-01  0.205E-01  0.102E-04  0.229E-02  0.100E-02
  61.99271  0.242E-07 -0.424E-09  0.393      0.551      0.558E-01  0.210E-01  0.285E-04  0.234E-02  0.945E-03
  62.01510  0.242E-07 -0.516E-09  0.430      0.514      0.559E-01  0.215E-01  0.468E-04  0.239E-02  0.926E-03
  62.03750  0.242E-07 -0.643E-09  0.478      0.466      0.559E-01  0.220E-01  0.626E-04  0.243E-02  0.944E-03
  62.05990  0.242E-07 -0.785E-09  0.530      0.414      0.556E-01  0.225E-01  0.729E-04  0.247E-02  0.978E-03
  62.08231  0.242E-07 -0.905E-09  0.575      0.370      0.551E-01  0.229E-01  0.753E-04  0.251E-02  0.100E-02
  62.10472  0.242E-07 -0.979E-09  0.608      0.337      0.544E-01  0.233E-01  0.681E-04  0.254E-02  0.999E-03
  62.12714  0.242E-07 -0.101E-08  0.630      0.317      0.538E-01  0.237E-01  0.512E-04  0.257E-02  0.972E-03
  62.14957  0.241E-07 -0.103E-08  0.646      0.301      0.535E-01  0.240E-01  0.257E-04  0.259E-02  0.936E-03
  62.17201  0.241E-07 -0.110E-08  0.665      0.281      0.535E-01  0.243E-01 -0.542E-05  0.261E-02  0.911E-03
  62.19446  0.241E-07 -0.124E-08  0.692      0.254      0.536E-01  0.245E-01 -0.378E-04  0.263E-02  0.908E-03
  62.21691  0.241E-07 -0.142E-08  0.723      0.223      0.536E-01  0.247E-01 -0.667E-04  0.265E-02  0.923E-03
  62.23938  0.241E-07 -0.156E-08  0.750      0.197      0.532E-01  0.249E-01 -0.871E-04  0.265E-02  0.938E-03
  62.26186  0.241E-07 -0.161E-08  0.764      0.183      0.526E-01  0.250E-01 -0.955E-04  0.266E-02  0.939E-03
  62.28435  0.241E-07 -0.157E-08  0.766      0.182      0.520E-01  0.251E-01 -0.899E-04  0.266E-02  0.926E-03
  62.30685  0.241E-07 -0.150E-08  0.760      0.189      0.516E-01  0.251E-01 -0.709E-04  0.265E-02  0.908E-03
  62.32936  0.241E-07 -0.148E-08  0.754      0.195      0.516E-01  0.251E-01 -0.412E-04  0.264E-02  0.902E-03
  62.35188  0.241E-07 -0.152E-08  0.752      0.196      0.520E-01  0.250E-01 -0.566E-05  0.262E-02  0.913E-03
  62.37442  0.241E-07 -0.159E-08  0.751      0.196      0.524E-01  0.249E-01  0.301E-04  0.260E-02  0.934E-03
  62.39696  0.241E-07 -0.162E-08  0.744      0.203      0.526E-01  0.248E-01  0.601E-04  0.258E-02  0.949E-03
  62.41952  0.241E-07 -0.155E-08  0.726      0.222      0.525E-01  0.246E-01  0.795E-04  0.255E-02  0.949E-03
  62.44208  0.241E-07 -0.142E-08  0.696      0.251      0.522E-01  0.244E-01  0.854E-04  0.251E-02  0.935E-03
  62.46466  0.241E-07 -0.128E-08  0.663      0.285      0.520E-01  0.241E-01  0.770E-04  0.247E-02  0.919E-03
  62.48724  0.241E-07 -0.117E-08  0.631      0.318      0.518E-01  0.238E-01  0.560E-04  0.243E-02  0.912E-03
  62.50984  0.240E-07 -0.110E-08  0.603      0.345      0.519E-01  0.235E-01  0.259E-04  0.239E-02  0.923E-03
  62.53244  0.240E-07 -0.105E-08  0.578      0.370      0.519E-01  0.231E-01 -0.848E-05  0.234E-02  0.944E-03
  62.55504  0.240E-07 -0.984E-09  0.552      0.397      0.518E-01  0.227E-01 -0.421E-04  0.229E-02  0.963E-03
  62.57766  0.240E-07 -0.887E-09  0.519      0.429      0.515E-01  0.223E-01 -0.703E-04  0.224E-02  0.971E-03
  62.60028  0.240E-07 -0.768E-09  0.481      0.468      0.511E-01  0.218E-01 -0.894E-04  0.218E-02  0.965E-03
  62.62290  0.240E-07 -0.651E-09  0.440      0.510      0.507E-01  0.213E-01 -0.973E-04  0.213E-02  0.952E-03
  62.64553  0.240E-07 -0.553E-09  0.400      0.550      0.506E-01  0.208E-01 -0.937E-04  0.207E-02  0.943E-03
  62.66816  0.240E-07 -0.477E-09  0.364      0.585      0.508E-01  0.202E-01 -0.794E-04  0.202E-02  0.945E-03
  62.69079  0.239E-07 -0.418E-09  0.334      0.615      0.513E-01  0.196E-01 -0.565E-04  0.196E-02  0.961E-03
  62.71342  0.239E-07 -0.372E-09  0.306      0.642      0.521E-01  0.190E-01 -0.279E-04  0.191E-02  0.988E-03
  62.73605  0.239E-07 -0.333E-09  0.280      0.667      0.529E-01  0.184E-01  0.329E-05  0.186E-02  0.102E-02
  62.75868  0.239E-07 -0.284E-09  0.254      0.692      0.538E-01  0.178E-01  0.342E-04  0.181E-02  0.104E-02
  62.78131  0.239E-07 -0.233E-09  0.228      0.718      0.546E-01  0.171E-01  0.621E-04  0.177E-02  0.106E-02
  62.80394  0.238E-07 -0.193E-09  0.201      0.743      0.554E-01  0.164E-01  0.853E-04  0.173E-02  0.107E-02
  62.82657  0.238E-07 -0.161E-09  0.177      0.767      0.562E-01  0.157E-01  0.102E-03  0.169E-02  0.108E-02
  62.84919  0.238E-07 -0.135E-09  0.154      0.789      0.571E-01  0.150E-01  0.113E-03  0.166E-02  0.109E-02
  62.87181  0.238E-07 -0.113E-09  0.134      0.808      0.582E-01  0.143E-01  0.116E-03  0.164E-02  0.110E-02
  62.89443  0.238E-07 -0.942E-10  0.117      0.824      0.593E-01  0.136E-01  0.114E-03  0.162E-02  0.112E-02
  62.91704  0.237E-07 -0.808E-10  0.102      0.838      0.605E-01  0.128E-01  0.106E-03  0.160E-02  0.114E-02
  62.93965  0.237E-07 -0.715E-10  0.884E-01  0.850      0.617E-01  0.121E-01  0.940E-04  0.159E-02  0.116E-02
  62.96225  0.237E-07 -0.643E-10  0.768E-01  0.860      0.630E-01  0.113E-01  0.785E-04  0.157E-02  0.119E-02
  62.98485  0.237E-07 -0.614E-10  0.663E-01  0.869      0.643E-01  0.106E-01  0.605E-04  0.157E-02  0.122E-02
  63.00744  0.237E-07 -0.602E-10  0.569E-01  0.878      0.656E-01  0.981E-02  0.411E-04  0.156E-02  0.125E-02
  63.03002  0.236E-07 -0.536E-10  0.483E-01  0.885      0.670E-01  0.904E-02  0.210E-04  0.155E-02  0.129E-02
  63.05260  0.236E-07 -0.486E-10  0.404E-01  0.891      0.682E-01  0.826E-02  0.678E-06  0.155E-02  0.132E-02
  63.07518  0.236E-07 -0.455E-10  0.334E-01  0.897      0.695E-01  0.748E-02 -0.193E-04  0.154E-02  0.135E-02
  63.09775  0.236E-07 -0.416E-10  0.270E-01  0.902      0.707E-01  0.670E-02 -0.388E-04  0.154E-02  0.138E-02
  63.12031  0.235E-07 -0.376E-10  0.213E-01  0.907      0.719E-01  0.591E-02 -0.575E-04  0.154E-02  0.142E-02
  63.14286  0.235E-07 -0.363E-10  0.164E-01  0.911      0.730E-01  0.512E-02 -0.755E-04  0.153E-02  0.145E-02
  63.16541  0.235E-07 -0.350E-10  0.122E-01  0.914      0.740E-01  0.432E-02 -0.928E-04  0.153E-02  0.149E-02
  63.18795  0.235E-07 -0.309E-10  0.873E-02  0.916      0.749E-01  0.353E-02 -0.109E-03  0.152E-02  0.153E-02
  63.21049  0.234E-07 -0.279E-10  0.594E-02  0.918      0.756E-01  0.273E-02 -0.126E-03  0.151E-02  0.156E-02
  63.23302  0.234E-07 -0.271E-10  0.394E-02  0.920      0.762E-01  0.193E-02 -0.141E-03  0.150E-02  0.160E-02
  63.25554  0.234E-07 -0.271E-10  0.279E-02  0.921      0.766E-01  0.114E-02 -0.157E-03  0.149E-02  0.165E-02
  63.27806  0.234E-07 -0.267E-10  0.257E-02  0.921      0.769E-01  0.340E-03 -0.172E-03  0.148E-02  0.169E-02
  63.30056  0.233E-07 -0.258E-10  0.340E-02  0.920      0.770E-01 -0.457E-03 -0.187E-03  0.147E-02  0.173E-02
  63.32307  0.233E-07 -0.251E-10  0.545E-02  0.917      0.771E-01 -0.125E-02 -0.202E-03  0.146E-02  0.177E-02
  63.34556  0.233E-07 -0.250E-10  0.885E-02  0.914      0.771E-01 -0.205E-02 -0.217E-03  0.145E-02  0.181E-02
  63.36805  0.233E-07 -0.255E-10  0.137E-01  0.909      0.770E-01 -0.284E-02 -0.231E-03  0.144E-02  0.184E-02
  63.39053  0.233E-07 -0.264E-10  0.201E-01  0.903      0.769E-01 -0.362E-02 -0.245E-03  0.144E-02  0.187E-02
  63.41301  0.232E-07 -0.275E-10  0.279E-01  0.895      0.767E-01 -0.441E-02 -0.258E-03  0.143E-02  0.189E-02
  63.43548  0.232E-07 -0.289E-10  0.370E-01  0.887      0.763E-01 -0.518E-02 -0.269E-03  0.143E-02  0.190E-02
  63.45794  0.232E-07 -0.307E-10  0.469E-01  0.877      0.757E-01 -0.596E-02 -0.278E-03  0.144E-02  0.189E-02
  63.48040  0.232E-07 -0.328E-10  0.571E-01  0.868      0.749E-01 -0.672E-02 -0.284E-03  0.146E-02  0.187E-02
  63.50286  0.231E-07 -0.356E-10  0.669E-01  0.859      0.739E-01 -0.748E-02 -0.287E-03  0.148E-02  0.183E-02
  63.52530  0.231E-07 -0.389E-10  0.756E-01  0.852      0.726E-01 -0.823E-02 -0.286E-03  0.151E-02  0.177E-02
  63.54775  0.231E-07 -0.425E-10  0.825E-01  0.846      0.713E-01 -0.897E-02 -0.279E-03  0.156E-02  0.169E-02
  63.57019  0.231E-07 -0.467E-10  0.872E-01  0.843      0.700E-01 -0.970E-02 -0.268E-03  0.161E-02  0.159E-02
  63.59262  0.231E-07 -0.516E-10  0.899E-01  0.841      0.688E-01 -0.104E-01 -0.250E-03  0.166E-02  0.147E-02
  63.61505  0.230E-07 -0.576E-10  0.914E-01  0.841      0.680E-01 -0.111E-01 -0.225E-03  0.173E-02  0.135E-02
  63.63747  0.230E-07 -0.647E-10  0.931E-01  0.839      0.678E-01 -0.118E-01 -0.194E-03  0.180E-02  0.122E-02
  63.65989  0.230E-07 -0.737E-10  0.974E-01  0.834      0.681E-01 -0.125E-01 -0.157E-03  0.188E-02  0.112E-02
  63.68231  0.230E-07 -0.854E-10  0.107      0.824      0.691E-01 -0.132E-01 -0.115E-03  0.195E-02  0.104E-02
  63.70472  0.230E-07 -0.101E-09  0.123      0.806      0.706E-01 -0.139E-01 -0.679E-04  0.203E-02  0.102E-02
  63.72712  0.229E-07 -0.123E-09  0.148      0.780      0.723E-01 -0.146E-01 -0.189E-04  0.210E-02  0.104E-02
  63.74953  0.229E-07 -0.153E-09  0.181      0.745      0.741E-01 -0.152E-01  0.299E-04  0.218E-02  0.110E-02
  63.77193  0.229E-07 -0.190E-09  0.219      0.706      0.756E-01 -0.159E-01  0.758E-04  0.225E-02  0.117E-02
  63.79433  0.229E-07 -0.233E-09  0.258      0.666      0.766E-01 -0.165E-01  0.116E-03  0.232E-02  0.123E-02
  63.81673  0.229E-07 -0.278E-09  0.293      0.630      0.772E-01 -0.171E-01  0.147E-03  0.238E-02  0.127E-02
  63.83913  0.228E-07 -0.319E-09  0.321      0.602      0.772E-01 -0.177E-01  0.166E-03  0.244E-02  0.127E-02
  63.86153  0.228E-07 -0.356E-09  0.341      0.582      0.771E-01 -0.182E-01  0.172E-03  0.251E-02  0.124E-02
  63.88393  0.228E-07 -0.390E-09  0.356      0.567      0.768E-01 -0.188E-01  0.164E-03  0.257E-02  0.119E-02
  63.90633  0.228E-07 -0.431E-09  0.371      0.552      0.767E-01 -0.193E-01  0.142E-03  0.263E-02  0.113E-02
  63.92874  0.228E-07 -0.491E-09  0.392      0.531      0.768E-01 -0.198E-01  0.108E-03  0.269E-02  0.109E-02
  63.95115  0.228E-07 -0.579E-09  0.423      0.500      0.769E-01 -0.203E-01  0.662E-04  0.275E-02  0.106E-02
  63.97356  0.228E-07 -0.692E-09  0.462      0.461      0.768E-01 -0.207E-01  0.201E-04  0.280E-02  0.107E-02
  63.99597  0.228E-07 -0.816E-09  0.505      0.419      0.765E-01 -0.211E-01 -0.247E-04  0.285E-02  0.108E-02
  64.01840  0.227E-07 -0.927E-09  0.544      0.380      0.759E-01 -0.215E-01 -0.630E-04  0.290E-02  0.109E-02
  64.04082  0.227E-07 -0.101E-08  0.574      0.350      0.752E-01 -0.218E-01 -0.905E-04  0.294E-02  0.109E-02
  64.06326  0.227E-07 -0.106E-08  0.596      0.330      0.744E-01 -0.221E-01 -0.104E-03  0.298E-02  0.107E-02
  64.08570  0.227E-07 -0.110E-08  0.612      0.314      0.739E-01 -0.224E-01 -0.102E-03  0.301E-02  0.105E-02
  64.10815  0.227E-07 -0.117E-08  0.629      0.297      0.737E-01 -0.227E-01 -0.863E-04  0.304E-02  0.103E-02
  64.13060  0.227E-07 -0.128E-08  0.650      0.276      0.737E-01 -0.229E-01 -0.591E-04  0.306E-02  0.103E-02
  64.15307  0.227E-07 -0.141E-08  0.674      0.253      0.737E-01 -0.231E-01 -0.253E-04  0.308E-02  0.104E-02
  64.17554  0.227E-07 -0.152E-08  0.694      0.232      0.736E-01 -0.232E-01  0.974E-05  0.310E-02  0.105E-02
  64.19803  0.227E-07 -0.158E-08  0.706      0.220      0.734E-01 -0.233E-01  0.404E-04  0.311E-02  0.105E-02
