      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
  40.45307  0.570E-07 -0.379E-11  0.512E-03  0.999      0.818E-04 -0.614E-02 -0.197E-07  0.402E-05  0.231E-03
  40.47552  0.569E-07 -0.383E-11  0.107E-02  0.999      0.909E-04 -0.750E-02 -0.203E-07  0.393E-05  0.243E-03
  40.49795  0.569E-07 -0.382E-11  0.199E-02  0.998      0.987E-04 -0.886E-02 -0.206E-07  0.379E-05  0.254E-03
  40.52038  0.568E-07 -0.388E-11  0.341E-02  0.996      0.104E-03 -0.102E-01 -0.208E-07  0.362E-05  0.261E-03
  40.54279  0.567E-07 -0.382E-11  0.547E-02  0.994      0.107E-03 -0.116E-01 -0.208E-07  0.343E-05  0.265E-03
  40.56518  0.566E-07 -0.387E-11  0.834E-02  0.992      0.105E-03 -0.129E-01 -0.203E-07  0.329E-05  0.263E-03
  40.58757  0.565E-07 -0.388E-11  0.122E-01  0.988      0.992E-04 -0.143E-01 -0.194E-07  0.330E-05  0.255E-03
  40.60994  0.564E-07 -0.393E-11  0.172E-01  0.983      0.881E-04 -0.156E-01 -0.180E-07  0.356E-05  0.241E-03
  40.63231  0.563E-07 -0.401E-11  0.236E-01  0.976      0.725E-04 -0.169E-01 -0.160E-07  0.414E-05  0.219E-03
  40.65466  0.562E-07 -0.406E-11  0.315E-01  0.968      0.537E-04 -0.183E-01 -0.134E-07  0.500E-05  0.189E-03
  40.67700  0.561E-07 -0.405E-11  0.413E-01  0.959      0.340E-04 -0.196E-01 -0.101E-07  0.606E-05  0.151E-03
  40.69933  0.560E-07 -0.408E-11  0.533E-01  0.947      0.166E-04 -0.209E-01 -0.625E-08  0.726E-05  0.106E-03
  40.72164  0.559E-07 -0.412E-11  0.678E-01  0.932      0.458E-05 -0.222E-01 -0.198E-08  0.850E-05  0.565E-04
  40.74395  0.559E-07 -0.418E-11  0.851E-01  0.915      0.675E-06 -0.235E-01  0.247E-08  0.974E-05  0.160E-04
  40.76625  0.558E-07 -0.436E-11  0.106      0.894      0.579E-05 -0.248E-01  0.675E-08  0.109E-04  0.563E-04
  40.78854  0.557E-07 -0.471E-11  0.129      0.871      0.184E-04 -0.260E-01  0.104E-07  0.121E-04  0.105E-03
  40.81083  0.556E-07 -0.543E-11  0.157      0.843      0.343E-04 -0.272E-01  0.131E-07  0.132E-04  0.146E-03
  40.83311  0.555E-07 -0.657E-11  0.188      0.812      0.477E-04 -0.285E-01  0.142E-07  0.143E-04  0.173E-03
  40.85538  0.555E-07 -0.794E-11  0.222      0.778      0.530E-04 -0.297E-01  0.136E-07  0.155E-04  0.183E-03
  40.87765  0.554E-07 -0.902E-11  0.259      0.741      0.473E-04 -0.308E-01  0.110E-07  0.168E-04  0.173E-03
  40.89991  0.553E-07 -0.929E-11  0.299      0.701      0.324E-04 -0.319E-01  0.661E-08  0.180E-04  0.144E-03
  40.92218  0.553E-07 -0.861E-11  0.342      0.658      0.148E-04 -0.330E-01  0.915E-09  0.192E-04  0.965E-04
  40.94444  0.552E-07 -0.771E-11  0.388      0.612      0.308E-05 -0.341E-01 -0.527E-08  0.204E-04  0.381E-04
  40.96671  0.552E-07 -0.826E-11  0.437      0.563      0.324E-05 -0.351E-01 -0.109E-07  0.214E-04  0.333E-04
  40.98898  0.551E-07 -0.119E-10  0.489      0.511      0.151E-04 -0.361E-01 -0.147E-07  0.222E-04  0.915E-04
  41.01125  0.551E-07 -0.186E-10  0.543      0.457      0.314E-04 -0.370E-01 -0.158E-07  0.229E-04  0.137E-03
  41.03354  0.550E-07 -0.256E-10  0.598      0.402      0.416E-04 -0.379E-01 -0.135E-07  0.235E-04  0.160E-03
  41.05583  0.550E-07 -0.286E-10  0.651      0.349      0.385E-04 -0.387E-01 -0.803E-08  0.241E-04  0.155E-03
  41.07814  0.550E-07 -0.253E-10  0.703      0.297      0.239E-04 -0.395E-01 -0.153E-09  0.246E-04  0.121E-03
  41.10045  0.549E-07 -0.185E-10  0.753      0.247      0.774E-05 -0.402E-01  0.851E-08  0.250E-04  0.659E-04
  41.12279  0.549E-07 -0.156E-10  0.801      0.199      0.182E-05 -0.408E-01  0.160E-07  0.253E-04  0.149E-04
  41.14514  0.549E-07 -0.226E-10  0.847      0.153      0.104E-04 -0.413E-01  0.202E-07  0.253E-04  0.734E-04
  41.16751  0.549E-07 -0.377E-10  0.888      0.112      0.266E-04 -0.418E-01  0.197E-07  0.252E-04  0.125E-03
  41.18990  0.549E-07 -0.505E-10  0.924      0.756E-01  0.371E-04 -0.422E-01  0.142E-07  0.250E-04  0.151E-03
  41.21231  0.549E-07 -0.505E-10  0.953      0.468E-01  0.331E-04 -0.425E-01  0.454E-08  0.247E-04  0.144E-03
  41.23474  0.549E-07 -0.376E-10  0.974      0.256E-01  0.177E-04 -0.428E-01 -0.717E-08  0.244E-04  0.105E-03
  41.25720  0.549E-07 -0.237E-10  0.988      0.115E-01  0.374E-05 -0.430E-01 -0.181E-07  0.240E-04  0.445E-04
  41.27968  0.549E-07 -0.225E-10  0.996      0.388E-02  0.288E-05 -0.430E-01 -0.253E-07  0.234E-04  0.328E-04
  41.30219  0.549E-07 -0.359E-10  0.997      0.268E-02  0.157E-04 -0.430E-01 -0.266E-07  0.226E-04  0.954E-04
  41.32472  0.549E-07 -0.521E-10  0.991      0.884E-02  0.310E-04 -0.430E-01 -0.212E-07  0.218E-04  0.138E-03
  41.34727  0.549E-07 -0.563E-10  0.977      0.233E-01  0.356E-04 -0.428E-01 -0.102E-07  0.209E-04  0.150E-03
  41.36985  0.549E-07 -0.448E-10  0.954      0.460E-01  0.255E-04 -0.426E-01  0.413E-08  0.201E-04  0.128E-03
  41.39245  0.549E-07 -0.276E-10  0.924      0.758E-01  0.946E-05 -0.422E-01  0.184E-07  0.192E-04  0.786E-04
  41.41507  0.549E-07 -0.182E-10  0.889      0.111      0.851E-06 -0.418E-01  0.291E-07  0.183E-04  0.181E-04
  41.43771  0.548E-07 -0.217E-10  0.850      0.150      0.679E-05 -0.414E-01  0.337E-07  0.173E-04  0.616E-04
  41.46038  0.548E-07 -0.314E-10  0.807      0.193      0.224E-04 -0.408E-01  0.309E-07  0.163E-04  0.117E-03
  41.48306  0.548E-07 -0.371E-10  0.761      0.239      0.354E-04 -0.402E-01  0.212E-07  0.152E-04  0.150E-03
  41.50575  0.548E-07 -0.336E-10  0.711      0.289      0.359E-04 -0.395E-01  0.670E-08  0.143E-04  0.152E-03
  41.52846  0.548E-07 -0.238E-10  0.658      0.342      0.239E-04 -0.387E-01 -0.976E-08  0.134E-04  0.126E-03
  41.55119  0.547E-07 -0.145E-10  0.604      0.396      0.848E-05 -0.379E-01 -0.249E-07  0.125E-04  0.760E-04
  41.57392  0.547E-07 -0.102E-10  0.551      0.449      0.697E-06 -0.371E-01 -0.358E-07  0.116E-04  0.197E-04
  41.59666  0.546E-07 -0.107E-10  0.500      0.500      0.592E-05 -0.361E-01 -0.408E-07  0.108E-04  0.578E-04
  41.61941  0.546E-07 -0.130E-10  0.450      0.550      0.209E-04 -0.352E-01 -0.390E-07  0.100E-04  0.113E-03
  41.64216  0.545E-07 -0.142E-10  0.402      0.598      0.366E-04 -0.342E-01 -0.310E-07  0.927E-05  0.152E-03
  41.66491  0.545E-07 -0.131E-10  0.356      0.644      0.442E-04 -0.331E-01 -0.182E-07  0.861E-05  0.168E-03
  41.68766  0.544E-07 -0.106E-10  0.312      0.688      0.402E-04 -0.320E-01 -0.277E-08  0.803E-05  0.162E-03
  41.71042  0.544E-07 -0.788E-11  0.270      0.730      0.272E-04 -0.309E-01  0.132E-07  0.749E-05  0.134E-03
  41.73317  0.543E-07 -0.594E-11  0.232      0.768      0.121E-04 -0.297E-01  0.277E-07  0.701E-05  0.911E-04
  41.75592  0.542E-07 -0.493E-11  0.198      0.802      0.223E-05 -0.286E-01  0.391E-07  0.660E-05  0.401E-04
  41.77866  0.542E-07 -0.467E-11  0.167      0.833      0.193E-05 -0.273E-01  0.466E-07  0.628E-05  0.308E-04
  41.80140  0.541E-07 -0.464E-11  0.139      0.861      0.115E-04 -0.261E-01  0.497E-07  0.609E-05  0.814E-04
  41.82413  0.540E-07 -0.471E-11  0.115      0.884      0.275E-04 -0.249E-01  0.485E-07  0.602E-05  0.129E-03
  41.84685  0.539E-07 -0.461E-11  0.946E-01  0.905      0.452E-04 -0.236E-01  0.436E-07  0.605E-05  0.167E-03
  41.86956  0.539E-07 -0.446E-11  0.765E-01  0.923      0.595E-04 -0.223E-01  0.357E-07  0.616E-05  0.193E-03
  41.89226  0.538E-07 -0.429E-11  0.609E-01  0.939      0.674E-04 -0.211E-01  0.256E-07  0.633E-05  0.206E-03
  41.91495  0.537E-07 -0.407E-11  0.476E-01  0.952      0.676E-04 -0.198E-01  0.143E-07  0.656E-05  0.208E-03
  41.93764  0.536E-07 -0.392E-11  0.365E-01  0.963      0.611E-04 -0.185E-01  0.232E-08  0.685E-05  0.198E-03
  41.96031  0.535E-07 -0.383E-11  0.273E-01  0.973      0.497E-04 -0.172E-01 -0.959E-08  0.722E-05  0.180E-03
  41.98297  0.534E-07 -0.382E-11  0.199E-01  0.980      0.362E-04 -0.159E-01 -0.210E-07  0.768E-05  0.155E-03
  42.00562  0.533E-07 -0.378E-11  0.140E-01  0.986      0.230E-04 -0.146E-01 -0.317E-07  0.820E-05  0.124E-03
  42.02825  0.533E-07 -0.381E-11  0.960E-02  0.990      0.122E-04 -0.133E-01 -0.414E-07  0.879E-05  0.915E-04
  42.05088  0.532E-07 -0.377E-11  0.631E-02  0.994      0.504E-05 -0.119E-01 -0.502E-07  0.940E-05  0.589E-04
  42.07349  0.531E-07 -0.377E-11  0.396E-02  0.996      0.238E-05 -0.106E-01 -0.580E-07  0.100E-04  0.358E-04
  42.09609  0.530E-07 -0.379E-11  0.235E-02  0.998      0.445E-05 -0.931E-02 -0.649E-07  0.106E-04  0.446E-04
  42.11868  0.529E-07 -0.381E-11  0.130E-02  0.999      0.112E-04 -0.800E-02 -0.711E-07  0.112E-04  0.745E-04
  42.14126  0.528E-07 -0.381E-11  0.666E-03  0.999      0.222E-04 -0.669E-02 -0.767E-07  0.117E-04  0.109E-03
  42.16382  0.528E-07 -0.381E-11  0.307E-03   1.00      0.374E-04 -0.538E-02 -0.819E-07  0.122E-04  0.143E-03
  42.18638  0.527E-07 -0.378E-11  0.126E-03   1.00      0.561E-04 -0.407E-02 -0.869E-07  0.126E-04  0.178E-03
  42.20892  0.526E-07 -0.381E-11  0.440E-04   1.00      0.783E-04 -0.276E-02 -0.916E-07  0.130E-04  0.211E-03
  42.23145  0.525E-07 -0.378E-11  0.109E-04   1.00      0.104E-03 -0.145E-02 -0.962E-07  0.133E-04  0.244E-03
  42.25396  0.524E-07 -0.383E-11  0.113E-06   1.00      0.132E-03 -0.149E-03 -0.101E-06  0.136E-04  0.277E-03
  42.27647  0.523E-07 -0.380E-11  0.105E-04   1.00      0.163E-03  0.116E-02 -0.105E-06  0.138E-04  0.308E-03
  42.29896  0.522E-07 -0.383E-11  0.654E-04   1.00      0.196E-03  0.246E-02 -0.110E-06  0.139E-04  0.339E-03
  42.32144  0.522E-07 -0.382E-11  0.213E-03   1.00      0.231E-03  0.376E-02 -0.114E-06  0.140E-04  0.368E-03
  42.34391  0.521E-07 -0.386E-11  0.522E-03  0.999      0.266E-03  0.506E-02 -0.119E-06  0.139E-04  0.396E-03
  42.36637  0.520E-07 -0.384E-11  0.108E-02  0.999      0.300E-03  0.636E-02 -0.123E-06  0.136E-04  0.421E-03
  42.38881  0.519E-07 -0.387E-11  0.201E-02  0.998      0.332E-03  0.765E-02 -0.126E-06  0.133E-04  0.443E-03
  42.41125  0.518E-07 -0.386E-11  0.341E-02  0.996      0.357E-03  0.895E-02 -0.128E-06  0.127E-04  0.460E-03
  42.43367  0.518E-07 -0.390E-11  0.541E-02  0.994      0.373E-03  0.102E-01 -0.128E-06  0.121E-04  0.471E-03
  42.45608  0.517E-07 -0.392E-11  0.812E-02  0.991      0.378E-03  0.115E-01 -0.127E-06  0.114E-04  0.474E-03
  42.47848  0.516E-07 -0.397E-11  0.117E-01  0.988      0.367E-03  0.128E-01 -0.124E-06  0.111E-04  0.468E-03
  42.50087  0.515E-07 -0.405E-11  0.162E-01  0.983      0.339E-03  0.141E-01 -0.117E-06  0.113E-04  0.450E-03
  42.52324  0.514E-07 -0.418E-11  0.217E-01  0.978      0.294E-03  0.154E-01 -0.108E-06  0.125E-04  0.420E-03
  42.54561  0.514E-07 -0.430E-11  0.285E-01  0.971      0.234E-03  0.166E-01 -0.940E-07  0.148E-04  0.375E-03
  42.56796  0.513E-07 -0.445E-11  0.367E-01  0.963      0.165E-03  0.179E-01 -0.764E-07  0.180E-04  0.316E-03
  42.59031  0.512E-07 -0.457E-11  0.467E-01  0.953      0.978E-04  0.192E-01 -0.551E-07  0.217E-04  0.243E-03
  42.61264  0.511E-07 -0.467E-11  0.588E-01  0.941      0.421E-04  0.204E-01 -0.304E-07  0.259E-04  0.159E-03
  42.63496  0.510E-07 -0.479E-11  0.738E-01  0.926      0.963E-05  0.216E-01 -0.357E-08  0.301E-04  0.686E-04
  42.65728  0.510E-07 -0.502E-11  0.920E-01  0.908      0.781E-05  0.229E-01  0.237E-07  0.342E-04  0.450E-04
  42.67958  0.509E-07 -0.577E-11  0.114      0.886      0.371E-04  0.241E-01  0.492E-07  0.382E-04  0.133E-03
  42.70188  0.508E-07 -0.745E-11  0.140      0.860      0.887E-04  0.253E-01  0.701E-07  0.420E-04  0.216E-03
  42.72418  0.508E-07 -0.106E-10  0.170      0.830      0.145E-03  0.264E-01  0.838E-07  0.458E-04  0.282E-03
  42.74646  0.507E-07 -0.149E-10  0.203      0.796      0.185E-03  0.276E-01  0.876E-07  0.497E-04  0.321E-03
  42.76874  0.506E-07 -0.195E-10  0.239      0.761      0.192E-03  0.287E-01  0.800E-07  0.537E-04  0.327E-03
  42.79102  0.506E-07 -0.224E-10  0.276      0.723      0.160E-03  0.298E-01  0.606E-07  0.578E-04  0.297E-03
  42.81330  0.505E-07 -0.220E-10  0.316      0.684      0.102E-03  0.309E-01  0.310E-07  0.621E-04  0.232E-03
  42.83558  0.505E-07 -0.189E-10  0.358      0.642      0.442E-04  0.319E-01 -0.529E-08  0.661E-04  0.139E-03
  42.85785  0.504E-07 -0.167E-10  0.404      0.596      0.163E-04  0.329E-01 -0.427E-07  0.698E-04  0.348E-04
  42.88013  0.504E-07 -0.218E-10  0.454      0.546      0.330E-04  0.339E-01 -0.743E-07  0.729E-04  0.959E-04
  42.90242  0.503E-07 -0.383E-10  0.508      0.491      0.847E-04  0.348E-01 -0.933E-07  0.755E-04  0.195E-03
  42.92471  0.503E-07 -0.632E-10  0.565      0.435      0.140E-03  0.356E-01 -0.942E-07  0.777E-04  0.265E-03
  42.94700  0.503E-07 -0.843E-10  0.620      0.380      0.162E-03  0.365E-01 -0.747E-07  0.797E-04  0.290E-03
  42.96931  0.502E-07 -0.877E-10  0.672      0.328      0.136E-03  0.372E-01 -0.365E-07  0.816E-04  0.263E-03
  42.99163  0.502E-07 -0.702E-10  0.720      0.280      0.775E-04  0.379E-01  0.136E-07  0.832E-04  0.189E-03
  43.01397  0.502E-07 -0.480E-10  0.766      0.234      0.283E-04  0.385E-01  0.652E-07  0.845E-04  0.814E-04
  43.03631  0.502E-07 -0.477E-10  0.812      0.187      0.237E-04  0.391E-01  0.106E-06  0.851E-04  0.544E-04
  43.05868  0.502E-07 -0.830E-10  0.859      0.141      0.663E-04  0.396E-01  0.124E-06  0.850E-04  0.165E-03
  43.08106  0.502E-07 -0.137E-09  0.901      0.986E-01  0.122E-03  0.400E-01  0.113E-06  0.845E-04  0.245E-03
  43.10346  0.502E-07 -0.170E-09  0.936      0.638E-01  0.144E-03  0.404E-01  0.723E-07  0.836E-04  0.274E-03
  43.12589  0.501E-07 -0.154E-09  0.960      0.394E-01  0.114E-03  0.407E-01  0.935E-08  0.827E-04  0.243E-03
  43.14833  0.501E-07 -0.103E-09  0.976      0.244E-01  0.547E-04  0.409E-01 -0.616E-07  0.815E-04  0.159E-03
  43.17080  0.501E-07 -0.647E-10  0.985      0.153E-01  0.154E-04  0.410E-01 -0.123E-06  0.799E-04  0.461E-04
  43.19329  0.501E-07 -0.772E-10  0.991      0.935E-02  0.277E-04  0.411E-01 -0.158E-06  0.777E-04  0.940E-04
  43.21581  0.501E-07 -0.132E-09  0.992      0.758E-02  0.798E-04  0.410E-01 -0.156E-06  0.751E-04  0.199E-03
  43.23835  0.501E-07 -0.179E-09  0.986      0.137E-01  0.126E-03  0.409E-01 -0.114E-06  0.722E-04  0.261E-03
  43.26091  0.501E-07 -0.177E-09  0.969      0.308E-01  0.126E-03  0.408E-01 -0.414E-07  0.693E-04  0.265E-03
  43.28349  0.501E-07 -0.127E-09  0.941      0.587E-01  0.796E-04  0.405E-01  0.464E-07  0.665E-04  0.210E-03
  43.30609  0.501E-07 -0.719E-10  0.906      0.936E-01  0.252E-04  0.402E-01  0.128E-06  0.635E-04  0.111E-03
  43.32872  0.501E-07 -0.524E-10  0.869      0.131      0.758E-05  0.398E-01  0.185E-06  0.604E-04  0.337E-04
  43.35136  0.501E-07 -0.734E-10  0.830      0.170      0.406E-04  0.393E-01  0.203E-06  0.570E-04  0.141E-03
  43.37402  0.501E-07 -0.106E-09  0.790      0.210      0.973E-04  0.387E-01  0.176E-06  0.535E-04  0.231E-03
  43.39670  0.501E-07 -0.117E-09  0.744      0.256      0.133E-03  0.381E-01  0.111E-06  0.501E-04  0.276E-03
  43.41939  0.501E-07 -0.980E-10  0.693      0.307      0.122E-03  0.374E-01  0.194E-07  0.470E-04  0.267E-03
  43.44210  0.500E-07 -0.630E-10  0.638      0.362      0.729E-04  0.367E-01 -0.790E-07  0.440E-04  0.207E-03
  43.46481  0.500E-07 -0.349E-10  0.582      0.418      0.218E-04  0.359E-01 -0.166E-06  0.411E-04  0.111E-03
  43.48754  0.500E-07 -0.248E-10  0.529      0.471      0.477E-05  0.351E-01 -0.225E-06  0.383E-04  0.340E-04
  43.51027  0.499E-07 -0.291E-10  0.479      0.521      0.333E-04  0.342E-01 -0.246E-06  0.356E-04  0.130E-03
  43.53301  0.499E-07 -0.367E-10  0.432      0.568      0.897E-04  0.332E-01 -0.228E-06  0.329E-04  0.223E-03
  43.55575  0.498E-07 -0.389E-10  0.387      0.613      0.141E-03  0.322E-01 -0.174E-06  0.306E-04  0.284E-03
  43.57849  0.498E-07 -0.339E-10  0.343      0.657      0.159E-03  0.312E-01 -0.944E-07  0.284E-04  0.304E-03
  43.60123  0.497E-07 -0.248E-10  0.299      0.701      0.137E-03  0.302E-01 -0.802E-09  0.265E-04  0.284E-03
  43.62397  0.497E-07 -0.160E-10  0.257      0.743      0.872E-04  0.291E-01  0.938E-07  0.248E-04  0.228E-03
  43.64671  0.496E-07 -0.101E-10  0.219      0.781      0.358E-04  0.280E-01  0.178E-06  0.232E-04  0.147E-03
  43.66945  0.496E-07 -0.742E-11  0.185      0.815      0.662E-05  0.268E-01  0.243E-06  0.219E-04  0.577E-04
  43.69218  0.495E-07 -0.676E-11  0.155      0.845      0.123E-04  0.257E-01  0.284E-06  0.209E-04  0.720E-04
  43.71490  0.494E-07 -0.687E-11  0.130      0.870      0.510E-04  0.245E-01  0.300E-06  0.204E-04  0.163E-03
  43.73762  0.494E-07 -0.685E-11  0.109      0.891      0.110E-03  0.233E-01  0.291E-06  0.202E-04  0.245E-03
  43.76032  0.493E-07 -0.651E-11  0.900E-01  0.910      0.172E-03  0.221E-01  0.260E-06  0.205E-04  0.310E-03
  43.78302  0.492E-07 -0.591E-11  0.735E-01  0.926      0.220E-03  0.209E-01  0.212E-06  0.209E-04  0.353E-03
  43.80571  0.491E-07 -0.522E-11  0.588E-01  0.941      0.245E-03  0.197E-01  0.151E-06  0.216E-04  0.374E-03
  43.82839  0.491E-07 -0.469E-11  0.461E-01  0.954      0.244E-03  0.184E-01  0.839E-07  0.225E-04  0.375E-03
  43.85107  0.490E-07 -0.430E-11  0.351E-01  0.965      0.219E-03  0.172E-01  0.132E-07  0.236E-04  0.357E-03
  43.87373  0.489E-07 -0.404E-11  0.259E-01  0.974      0.179E-03  0.159E-01 -0.573E-07  0.250E-04  0.323E-03
  43.89637  0.489E-07 -0.392E-11  0.186E-01  0.981      0.132E-03  0.147E-01 -0.125E-06  0.267E-04  0.278E-03
  43.91901  0.488E-07 -0.386E-11  0.128E-01  0.987      0.867E-04  0.134E-01 -0.189E-06  0.286E-04  0.225E-03
  43.94164  0.487E-07 -0.381E-11  0.851E-02  0.991      0.493E-04  0.122E-01 -0.247E-06  0.307E-04  0.167E-03
  43.96426  0.486E-07 -0.383E-11  0.542E-02  0.995      0.246E-04  0.109E-01 -0.300E-06  0.329E-04  0.110E-03
  43.98686  0.486E-07 -0.378E-11  0.330E-02  0.997      0.150E-04  0.968E-02 -0.348E-06  0.350E-04  0.689E-04
  44.00945  0.485E-07 -0.378E-11  0.192E-02  0.998      0.215E-04  0.843E-02 -0.391E-06  0.371E-04  0.795E-04
  44.03203  0.484E-07 -0.381E-11  0.107E-02  0.999      0.438E-04  0.718E-02 -0.430E-06  0.390E-04  0.130E-03
  44.05460  0.483E-07 -0.380E-11  0.572E-03  0.999      0.811E-04  0.592E-02 -0.466E-06  0.408E-04  0.189E-03
  44.07716  0.483E-07 -0.376E-11  0.300E-03   1.00      0.132E-03  0.467E-02 -0.500E-06  0.425E-04  0.250E-03
  44.09971  0.482E-07 -0.380E-11  0.152E-03   1.00      0.197E-03  0.342E-02 -0.532E-06  0.439E-04  0.311E-03
  44.12224  0.481E-07 -0.381E-11  0.653E-04   1.00      0.273E-03  0.217E-02 -0.564E-06  0.451E-04  0.371E-03
  44.14477  0.480E-07 -0.384E-11  0.135E-04   1.00      0.361E-03  0.923E-03 -0.595E-06  0.462E-04  0.430E-03
  44.16728  0.480E-07 -0.380E-11  0.294E-05   1.00      0.459E-03 -0.324E-03 -0.626E-06  0.470E-04  0.487E-03
  44.18978  0.479E-07 -0.380E-11  0.726E-04  0.999      0.566E-03 -0.157E-02 -0.657E-06  0.476E-04  0.544E-03
  44.21227  0.478E-07 -0.383E-11  0.292E-03  0.999      0.681E-03 -0.281E-02 -0.687E-06  0.478E-04  0.599E-03
  44.23475  0.477E-07 -0.382E-11  0.760E-03  0.998      0.801E-03 -0.406E-02 -0.717E-06  0.478E-04  0.651E-03
  44.25721  0.477E-07 -0.383E-11  0.159E-02  0.997      0.922E-03 -0.530E-02 -0.745E-06  0.473E-04  0.700E-03
  44.27967  0.476E-07 -0.385E-11  0.292E-02  0.996      0.104E-02 -0.654E-02 -0.770E-06  0.463E-04  0.744E-03
  44.30211  0.475E-07 -0.388E-11  0.488E-02  0.994      0.114E-02 -0.778E-02 -0.790E-06  0.447E-04  0.782E-03
  44.32455  0.475E-07 -0.391E-11  0.756E-02  0.991      0.122E-02 -0.901E-02 -0.803E-06  0.426E-04  0.810E-03
  44.34697  0.474E-07 -0.400E-11  0.110E-01  0.988      0.127E-02 -0.102E-01 -0.806E-06  0.402E-04  0.827E-03
  44.36938  0.473E-07 -0.411E-11  0.152E-01  0.983      0.127E-02 -0.115E-01 -0.797E-06  0.379E-04  0.829E-03
  44.39178  0.472E-07 -0.430E-11  0.202E-01  0.979      0.122E-02 -0.127E-01 -0.772E-06  0.365E-04  0.812E-03
  44.41417  0.472E-07 -0.459E-11  0.257E-01  0.973      0.111E-02 -0.139E-01 -0.728E-06  0.374E-04  0.776E-03
  44.43655  0.471E-07 -0.504E-11  0.317E-01  0.967      0.940E-03 -0.151E-01 -0.663E-06  0.417E-04  0.715E-03
  44.45892  0.470E-07 -0.545E-11  0.381E-01  0.961      0.729E-03 -0.163E-01 -0.573E-06  0.494E-04  0.630E-03
  44.48127  0.470E-07 -0.594E-11  0.453E-01  0.954      0.498E-03 -0.175E-01 -0.459E-06  0.600E-04  0.519E-03
  44.50362  0.469E-07 -0.634E-11  0.538E-01  0.946      0.282E-03 -0.187E-01 -0.321E-06  0.724E-04  0.385E-03
  44.52596  0.468E-07 -0.659E-11  0.646E-01  0.935      0.119E-03 -0.199E-01 -0.164E-06  0.857E-04  0.232E-03
  44.54829  0.468E-07 -0.694E-11  0.792E-01  0.921      0.446E-04 -0.211E-01  0.416E-08  0.992E-04  0.769E-04
  44.57062  0.467E-07 -0.803E-11  0.987E-01  0.901      0.778E-04 -0.222E-01  0.173E-06  0.112E-03  0.122E-03
  44.59293  0.466E-07 -0.112E-10  0.124      0.876      0.211E-03 -0.234E-01  0.328E-06  0.125E-03  0.279E-03
  44.61524  0.466E-07 -0.180E-10  0.155      0.844      0.405E-03 -0.245E-01  0.452E-06  0.137E-03  0.417E-03
  44.63754  0.465E-07 -0.293E-10  0.191      0.808      0.597E-03 -0.256E-01  0.529E-06  0.149E-03  0.520E-03
  44.65984  0.465E-07 -0.439E-10  0.228      0.771      0.716E-03 -0.267E-01  0.545E-06  0.162E-03  0.573E-03
  44.68213  0.464E-07 -0.576E-10  0.265      0.734      0.713E-03 -0.278E-01  0.491E-06  0.175E-03  0.568E-03
  44.70442  0.464E-07 -0.641E-10  0.299      0.700      0.587E-03 -0.288E-01  0.366E-06  0.188E-03  0.499E-03
  44.72671  0.463E-07 -0.598E-10  0.333      0.667      0.394E-03 -0.298E-01  0.181E-06  0.201E-03  0.371E-03
  44.74900  0.463E-07 -0.489E-10  0.369      0.631      0.228E-03 -0.308E-01 -0.401E-07  0.214E-03  0.199E-03
  44.77129  0.462E-07 -0.459E-10  0.413      0.587      0.178E-03 -0.317E-01 -0.265E-06  0.225E-03  0.493E-04
  44.79359  0.462E-07 -0.699E-10  0.467      0.533      0.275E-03 -0.326E-01 -0.452E-06  0.235E-03  0.213E-03
  44.81588  0.462E-07 -0.130E-09  0.528      0.472      0.468E-03 -0.334E-01 -0.561E-06  0.242E-03  0.377E-03
  44.83819  0.461E-07 -0.209E-09  0.591      0.409      0.642E-03 -0.342E-01 -0.563E-06  0.249E-03  0.483E-03
  44.86050  0.461E-07 -0.266E-09  0.647      0.353      0.688E-03 -0.350E-01 -0.445E-06  0.255E-03  0.508E-03
  44.88283  0.461E-07 -0.261E-09  0.692      0.308      0.573E-03 -0.357E-01 -0.219E-06  0.261E-03  0.445E-03
  44.90516  0.461E-07 -0.198E-09  0.728      0.271      0.375E-03 -0.363E-01  0.743E-07  0.266E-03  0.303E-03
  44.92751  0.460E-07 -0.136E-09  0.766      0.234      0.230E-03 -0.369E-01  0.375E-06  0.269E-03  0.113E-03
  44.94987  0.460E-07 -0.154E-09  0.811      0.189      0.241E-03 -0.374E-01  0.611E-06  0.271E-03  0.133E-03
  44.97225  0.460E-07 -0.279E-09  0.863      0.137      0.393E-03 -0.379E-01  0.720E-06  0.270E-03  0.319E-03
  44.99465  0.460E-07 -0.443E-09  0.912      0.874E-01  0.561E-03 -0.382E-01  0.660E-06  0.268E-03  0.445E-03
  45.01707  0.460E-07 -0.524E-09  0.947      0.528E-01  0.604E-03 -0.386E-01  0.431E-06  0.265E-03  0.480E-03
  45.03950  0.460E-07 -0.453E-09  0.962      0.379E-01  0.477E-03 -0.388E-01  0.753E-07  0.261E-03  0.414E-03
  45.06196  0.460E-07 -0.293E-09  0.963      0.366E-01  0.275E-03 -0.390E-01 -0.329E-06  0.257E-03  0.262E-03
  45.08444  0.460E-07 -0.192E-09  0.963      0.364E-01  0.153E-03 -0.391E-01 -0.682E-06  0.252E-03  0.799E-04
  45.10694  0.460E-07 -0.249E-09  0.970      0.297E-01  0.200E-03 -0.391E-01 -0.893E-06  0.245E-03  0.190E-03
